629,5.00,4,22
630,32.00,6,100
631,23.00,6,100
632,16.00,7,100
633,6.00,4,4
634,5.00,6,42
635,6.00,5,22
636,2.00,5,82
637,67.00,7,100
638,57.00,7,100
639,32.00,5,100
640,38.00,7,100
641,4.00,7,82
642,30.00,8,100
643,8.00,7,82
644,44.00,7,100
645,2.00,5,5
646,18.00,7,100
647,56.00,6,100
648,35.00,5,100
649,36.00,9,100
650,0.00,6,42
651,31.00,7,100
652,42.00,7,100
653,45.00,5,100
654,58.00,7,100
655,36.00,6,100
656,45.00,7,100
657,46.00,6,100
658,33.00,5,100
659,70.00,6,100
660,22.00,7,100
661,54.00,6,100
662,70.00,6,100
663,13.00,8,100
664,9.00,5,5
665,10.00,4,4
666,52.00,7,100
667,14.00,6,100
668,13.00,6,100
669,72.00,6,100
670,24.00,5,100
671,24.00,6,100
672,47.00,6,100
673,12.00,4,100
674,64.00,4,100
675,73.00,5,100
676,8.00,5,5
677,68.00,7,100
678,70.00,5,100
679,84.00,5,100
680,9.00,6,22
681,37.00,4,100
682,69.00,5,100
683,45.00,8,100
684,10.00,5,42
685,3.00,6,62
686,16.00,9,100
687,7.00,5,62
688,69.00,5,100
689,10.00,3,3
690,56.00,6,100
691,29.00,5,100
692,51.00,4,100
693,7.00,5,22
694,32.00,5,100
695,10.00,4,4
696,11.00,6,100
697,9.00,4,4
698,45.00,8,100
699,2.00,6,82
700,16.00,6,100
701,6.00,6,82
702,33.00,4,100
703,13.00,4,100
704,64.00,6,100
705,56.00,4,100
706,14.00,6,100
707,36.00,4,100
708,41.00,4,100
709,68.00,5,100
710,20.00,5,100
711,5.00,5,62
712,10.00,5,5
713,59.00,7,100
714,41.00,7,100
715,39.00,6,100
716,41.00,5,100
717,0.00,6,22
718,3.00,6,82
719,85.00,4,100
720,8.00,5,62
721,14.00,6,100
722,77.00,5,100
723,39.00,6,100
724,26.00,6,100
725,30.00,6,100
726,18.00,4,100
727,5.00,6,42
728,10.00,6,82
729,2.00,4,22
730,54.00,6,100
731,75.00,5,100
732,35.00,7,100
733,42.00,5,100
734,72.00,6,100
735,85.00,5,100
736,15.00,7,100
737,6.00,5,42
738,6.00,7,42
739,2.00,7,62
740,37.00,6,100
741,58.00,6,100
742,76.00,5,100
743,6.00,4,5
744,3.00,5,42
745,18.00,4,100
746,6.00,4,4
747,17.00,4,100
748,23.00,6,100
749,6.00,5,62
750,13.00,5,100
751,29.00,7,100
752,4.00,5,5
753,0.00,6,62
754,36.00,5,100
755,37.00,5,100
756,65.00,4,100
757,60.00,7,100
758,26.00,5,100
759,5.00,5,42
760,79.00,4,100
761,32.00,5,100
762,28.00,7,100
763,19.00,6,100
764,41.00,5,100
765,3.00,4,4
766,87.00,5,100
767,19.00,8,100
768,12.00,7,100
769,1.00,6,82
770,4.00,7,82
771,2.00,4,5
772,41.00,6,100
773,62.00,4,100
774,39.00,6,100
775,10.00,6,82
776,19.00,6,100
777,43.00,6,100
778,6.00,5,42
779,39.00,4,100
780,0.00,4,4
781,5.00,4,4
782,3.00,5,82
783,16.00,6,100
784,58.00,4,100
785,10.00,6,82
786,43.00,5,100
787,36.00,5,100
788,40.00,5,100
789,9.00,6,62
790,1.00,5,82
791,10.00,4,5
792,1.00,6,62
793,45.00,5,100
794,31.00,5,100
795,72.00,6,100
796,108.00,4,100
797,21.00,6,100
798,63.00,5,100
799,4.00,4,82
800,56.00,5,100
801,25.00,5,100
802,23.00,6,100
803,7.00,5,82
804,3.00,4,5
805,14.00,4,100
806,13.00,4,100
807,31.00,6,100
808,3.00,5,5
809,25.00,5,100
810,55.00,5,100
811,57.00,4,100
812,32.00,5,100
813,11.00,5,100
814,24.00,4,100
815,12.00,5,100
816,5.00,7,82
817,41.00,5,100
818,86.00,4,100
819,25.00,4,100
820,19.00,4,100
821,31.00,4,100
822,52.00,6,100
823,2.00,5,82
824,72.00,4,100
825,12.00,8,100
826,90.00,3,100
827,83.00,4,100
828,4.00,4,42
829,39.00,5,100
830,69.00,4,100
831,68.00,4,100
832,67.00,5,100
833,3.00,6,62
834,37.00,4,100
835,45.00,4,100
836,11.00,5,100
837,39.00,5,100
838,77.00,4,100
839,36.00,4,100
840,26.00,5,100
841,13.00,3,100
842,76.00,5,100
843,11.00,5,100
844,30.00,5,100
845,23.00,4,100
846,30.00,6,100
847,86.00,4,100
848,3.00,6,82
849,8.00,4,5
850,0.00,5,82
851,60.00,4,100
852,47.00,5,100
853,10.00,6,42
854,24.00,4,100
855,14.00,7,100
856,18.00,5,100
857,9.00,3,3
858,18.00,4,100
859,38.00,5,100
860,3.00,5,82
861,6.00,6,82
862,57.00,7,100
863,4.00,4,82
864,23.00,3,100
865,41.00,5,100
866,9.00,5,62
867,50.00,3,100
868,1.00,6,82
869,43.00,5,100
870,4.00,4,4
871,71.00,5,100
872,50.00,4,100
873,14.00,5,100
874,36.00,5,100
875,44.00,3,100
876,19.00,5,100
877,80.00,4,100
878,15.00,4,100
879,78.00,4,100
880,14.00,5,100
881,5.00,4,4
882,47.00,4,100
883,25.00,4,100
884,28.00,5,100
885,46.00,7,100
886,20.00,5,100
887,61.00,5,100
888,26.00,6,100
889,11.00,5,100
890,15.00,5,100
891,7.00,6,62
892,66.00,5,100
893,92.00,4,100
894,60.00,5,100
895,47.00,4,100
896,74.00,4,100
897,78.00,5,100
898,13.00,4,100
899,17.00,5,100
900,105.00,3,100
901,9.00,5,82
902,63.00,4,100
903,32.00,4,100
904,7.00,5,5
905,1.00,5,82
906,36.00,5,100
907,35.00,8,100
908,82.00,3,100
909,70.00,5,100
910,16.00,4,100
911,4.00,6,62
912,89.00,4,100
913,12.00,4,100
914,69.00,5,100
915,36.00,5,100
916,61.00,6,100
917,62.00,5,100
918,57.00,3,100
919,5.00,5,42
920,56.00,5,100
921,13.00,5,100
922,35.00,5,100
923,5.00,4,4
924,43.00,5,100
925,32.00,4,100
926,41.00,4,100
927,59.00,4,100
928,44.00,4,100
929,48.00,4,100
930,89.00,5,100
931,35.00,4,100
932,42.00,5,100
933,107.00,3,100
934,7.00,5,62
935,91.00,4,100
936,8.00,4,4
937,54.00,3,100
938,32.00,6,100
939,42.00,5,100
940,66.00,4,100
941,83.00,4,100
942,50.00,5,100
943,11.00,4,100
944,51.00,4,100
945,8.00,4,4
946,29.00,4,100
947,90.00,4,100
948,35.00,5,100
949,42.00,4,100
950,45.00,6,100
951,40.00,5,100
952,36.00,5,100
953,4.00,4,82
954,61.00,5,100
955,37.00,3,100
956,25.00,4,100
957,71.00,4,100
958,99.00,4,100
959,108.00,3,100
960,32.00,6,100
961,94.00,5,100
962,8.00,6,82
963,51.00,3,100
964,73.00,5,100
965,80.00,4,100
966,6.00,5,5
967,12.00,4,100
968,13.00,6,100
969,82.00,4,100
970,83.00,3,100
971,18.00,4,100
972,102.00,3,100
973,61.00,6,100
974,52.00,6,100
975,41.00,5,100
976,33.00,3,100
977,65.00,3,100
978,30.00,5,100
979,0.00,5,62
980,92.00,4,100
981,21.00,5,100
982,2.00,5,42
983,6.00,5,42
984,10.00,5,5
985,78.00,4,100
986,18.00,5,100
987,47.00,4,100
988,57.00,4,100
989,60.00,4,100
990,27.00,4,100
991,58.00,4,100
992,19.00,5,100
993,79.00,2,100
994,77.00,5,100
995,46.00,6,100
996,25.00,4,100
997,72.00,3,100
998,63.00,4,100
999,39.00,6,100
